file_name,label,fault_location,fault_diameter,motor_load,rpm,sample_freq,fault
N15_M07_F10_K006_1,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_2,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_3,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_4,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_5,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_6,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_7,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_8,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_9,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_10,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_11,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_12,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_13,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_14,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_15,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_16,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_17,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_18,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_19,normal_0,nan,nan,0,1500,64,normal
N15_M07_F10_K006_20,normal_0,nan,nan,0,1500,64,normal
N09_M07_F10_K006_1,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_2,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_3,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_4,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_5,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_6,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_7,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_8,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_9,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_10,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_11,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_12,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_13,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_14,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_15,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_16,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_17,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_18,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_19,normal_1,nan,nan,1,900,64,normal
N09_M07_F10_K006_20,normal_1,nan,nan,1,900,64,normal
N15_M01_F10_K006_1,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_2,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_3,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_4,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_5,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_6,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_7,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_8,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_9,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_10,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_11,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_12,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_13,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_14,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_15,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_16,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_17,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_18,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_19,normal_2,nan,nan,2,1500,64,normal
N15_M01_F10_K006_20,normal_2,nan,nan,2,1500,64,normal
N15_M07_F04_K006_1,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_2,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_3,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_4,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_5,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_6,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_7,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_8,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_9,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_10,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_11,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_12,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_13,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_14,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_15,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_16,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_17,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_18,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_19,normal_3,nan,nan,3,1500,64,normal
N15_M07_F04_K006_20,normal_3,nan,nan,3,1500,64,normal
N15_M07_F10_KA01_1,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_2,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_3,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_4,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_5,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_6,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_7,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_8,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_9,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_10,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_11,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_12,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_13,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_14,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_15,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_16,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_17,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_18,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_19,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA01_20,OR_0,nan,nan,0,1500,64,OR
N09_M07_F10_KA01_1,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_2,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_3,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_4,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_5,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_6,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_7,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_8,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_9,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_10,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_11,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_12,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_13,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_14,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_15,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_16,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_17,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_18,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_19,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA01_20,OR_1,nan,nan,1,900,64,OR
N15_M01_F10_KA01_1,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_2,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_3,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_4,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_5,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_6,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_7,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_8,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_9,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_10,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_11,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_12,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_13,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_14,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_15,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_16,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_17,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_18,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_19,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA01_20,OR_2,nan,nan,2,1500,64,OR
N15_M07_F04_KA01_1,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_2,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_3,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_4,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_5,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_6,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_7,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_8,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_9,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_10,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_11,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_12,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_13,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_14,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_15,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_16,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_17,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_18,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_19,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA01_20,OR_3,nan,nan,3,1500,64,OR
N15_M07_F10_KA03_1,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_2,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_3,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_4,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_5,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_6,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_7,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_8,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_9,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_10,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_11,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_12,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_13,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_14,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_15,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_16,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_17,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_18,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_19,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA03_20,OR_0,nan,nan,0,1500,64,OR
N09_M07_F10_KA03_1,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_2,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_3,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_4,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_5,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_6,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_7,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_8,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_9,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_10,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_11,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_12,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_13,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_14,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_15,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_16,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_17,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_18,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_19,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA03_20,OR_1,nan,nan,1,900,64,OR
N15_M01_F10_KA03_1,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_2,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_3,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_4,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_5,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_6,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_7,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_8,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_9,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_10,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_11,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_12,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_13,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_14,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_15,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_16,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_17,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_18,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_19,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA03_20,OR_2,nan,nan,2,1500,64,OR
N15_M07_F04_KA03_1,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_2,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_3,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_4,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_5,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_6,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_7,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_8,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_9,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_10,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_11,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_12,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_13,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_14,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_15,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_16,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_17,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_18,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_19,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA03_20,OR_3,nan,nan,3,1500,64,OR
N15_M07_F10_KA05_1,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_2,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_3,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_4,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_5,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_6,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_7,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_8,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_9,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_10,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_11,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_12,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_13,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_14,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_15,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_16,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_17,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_18,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_19,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA05_20,OR_0,nan,nan,0,1500,64,OR
N09_M07_F10_KA05_1,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_2,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_3,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_4,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_5,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_6,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_7,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_8,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_9,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_10,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_11,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_12,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_13,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_14,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_15,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_16,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_17,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_18,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_19,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA05_20,OR_1,nan,nan,1,900,64,OR
N15_M01_F10_KA05_1,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_2,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_3,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_4,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_5,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_6,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_7,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_8,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_9,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_10,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_11,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_12,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_13,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_14,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_15,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_16,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_17,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_18,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_19,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA05_20,OR_2,nan,nan,2,1500,64,OR
N15_M07_F04_KA05_1,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_2,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_3,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_4,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_5,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_6,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_7,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_8,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_9,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_10,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_11,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_12,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_13,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_14,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_15,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_16,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_17,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_18,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_19,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA05_20,OR_3,nan,nan,3,1500,64,OR
N15_M07_F10_KA06_1,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_2,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_3,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_4,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_5,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_6,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_7,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_8,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_9,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_10,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_11,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_12,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_13,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_14,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_15,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_16,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_17,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_18,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_19,OR_0,nan,nan,0,1500,64,OR
N15_M07_F10_KA06_20,OR_0,nan,nan,0,1500,64,OR
N09_M07_F10_KA06_1,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_2,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_3,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_4,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_5,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_6,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_7,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_8,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_9,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_10,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_11,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_12,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_13,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_14,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_15,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_16,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_17,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_18,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_19,OR_1,nan,nan,1,900,64,OR
N09_M07_F10_KA06_20,OR_1,nan,nan,1,900,64,OR
N15_M01_F10_KA06_1,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_2,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_3,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_4,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_5,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_6,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_7,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_8,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_9,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_10,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_11,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_12,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_13,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_14,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_15,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_16,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_17,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_18,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_19,OR_2,nan,nan,2,1500,64,OR
N15_M01_F10_KA06_20,OR_2,nan,nan,2,1500,64,OR
N15_M07_F04_KA06_1,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_2,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_3,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_4,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_5,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_6,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_7,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_8,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_9,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_10,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_11,OR_3,nan,nan,3,1500,64,OR
N15_M07_F04_KA06_12,OR_3,nan,nan,3,1500,64,OR
